RatingID,Rating
18274504,3.943821708170705
18317678,4.079165241676452
18317912,3.8115495812715214
15708051,3.7783548266365483
8822957,3.8544513615852005
20527983,3.6228108436058344
18348823,3.7944640023468708
15573369,3.9750405392400388
15561902,3.940839057918818
17554066,3.672356593620845
18279696,4.029926795226392
17520963,3.902725409633736
17520024,3.807494999370501
20466174,3.9417029964653714
17519171,3.8867007585718945
18285513,3.9769558904051294
17546468,3.8507504577091587
18231669,3.91258407160805
17662308,3.7809124034269033
8781105,3.8218126813179065
20484411,3.8785977795012365
17655934,3.8848564571914204
18236598,3.729978681041012
16054245,3.984213898922842
17667677,3.9443737279805875
16106520,3.9295308694529156
17689909,3.9722086472914078
17687589,3.5347029635920877
17686130,3.7710953841240733
18197358,3.831968497000281
18194362,3.892298695855572
18187671,3.894266806948354
18185039,3.8935222996688035
18730658,4.059714239427007
18842087,3.9367505897457904
18842669,3.7328951284668572
18835787,3.8970987656525713
15321086,3.7995829768621627
18725440,3.7478713115363083
18727429,3.9252614160454913
18743251,4.018230755269627
18857553,3.802928069836734
18854262,3.879179085462811
18800412,3.7389973730329404
20345600,3.8195074515925485
15399536,3.905590517106358
15418599,3.9722086472914078
18010333,3.8113891582818162
18872110,3.895111402288919
18754533,4.008095873987489
18024725,3.9514905438782866
18745567,3.731730464269354
20205980,3.7809124034269033
20208925,3.9748974289725716
18293708,3.892891173084032
20209503,3.8589109259107546
18308253,3.8770781278728816
20301521,3.8544513615852005
20280817,3.8852279345153535
20302388,3.904062496995301
18759259,3.9108826550115503
17946596,3.7350601467263727
18301648,3.9821379308804983
18714170,4.0121148563578934
11642808,3.840998794253587
20194224,3.741205298585979
18038432,3.741205298585979
18716590,3.851867248335882
18716847,4.016209216652553
544039,3.9916535277191736
20081363,3.8034283527604287
18035980,3.980347097384096
20080706,3.828775721438334
18719850,3.8564456408575056
20068470,3.7880819525965963
20062087,3.898759821918454
18042952,3.9054801398079775
18783066,3.86714616352068
225169,3.8523204032526337
20170528,3.803011307527894
20172635,3.765506855186705
18778094,3.959711776516681
20137064,3.9165469708922083
20174476,3.8589109259107546
5751838,3.8589109259107546
20161092,3.802928069836734
18778378,3.8022514325893466
20165855,4.019049046457264
20179988,3.8901639971780484
18773485,3.6098617748026576
17385649,3.88445354527244
20102878,3.9553084792210726
20100970,3.893635719273316
20100937,3.8602428077590583
17381453,4.030107090214421
17343659,3.727090220544078
20262388,3.7112592680728684
17383151,4.042214706473103
20254914,4.111675860418684
19309595,3.898196368115986
19345917,3.656486173682282
12569770,3.8595721889388828
19339101,3.727025033028291
20092305,3.8543639578219184
16091438,3.9202975151292896
19342011,3.930463487822251
19341805,3.8686101212529245
19341611,3.8700354483405666
19341315,3.8700354483405666
20116458,3.764948531807639
20075185,3.999938289881859
20069288,3.9370725603424543
20120900,3.9569116304531926
17339275,4.0445396962992355
20113393,4.084663644969435
19319559,3.8970987656525713
19372108,3.6784398441891324
20065587,3.8079732157774973
4436157,3.8300022313928843
20061428,3.8322505681529972
20061458,3.962406852960013
20162810,3.995419747859658
20079728,3.8332408222532806
20088784,4.059651673881487
20220685,3.9350448697387255
18401687,3.7682201171715857
12951496,3.8572442165460203
20216949,3.897124668943531
20196657,4.033630655858308
18403593,3.9012486998488294
18417831,3.7478713115363083
1010049,3.7589462821668067
20291784,4.066865225680622
18435134,3.758577657078883
20298937,3.8439266633746154
20256619,3.9676025010967364
18435317,3.776254338489883
18432729,3.6001993314311287
17392816,3.805638862457475
20299851,3.805638862457475
18408888,3.891746632834419
20215503,3.9272330185579807
19335390,3.817519134968943
12499664,3.8845438929787877
19336425,3.8589109259107546
19335116,3.8076507635376062
19915937,3.7682201171715857
19344544,3.804394676377677
19345064,3.8420540399272594
19878308,3.8427338934410584
19330738,3.977186655677298
11748144,3.831095315432813
15530571,3.8188769599776005
18411350,3.9194898987296196
11745599,3.909447566146875
20022428,3.9529597547619133
20051649,3.7270326416382904
18413006,3.961135074458162
20047632,3.961135074458162
12643821,3.920087530161896
20004729,3.7331134489554105
19332981,3.750911689074405
18156333,4.071816932701393
19816938,3.8783636353891353
19816486,3.7758039911162764
19256131,3.8916705047298508
19255464,3.915873527546046
19870257,3.8315148393089595
19254027,3.922511857261764
19255882,3.9337805861805917
20011680,3.8841345669804106
18173877,3.760144643488827
20057363,4.053549529640918
13310736,3.8715326244212274
19250254,3.749659612576201
19243689,3.8915181606065703
1223868,3.760171877181393
19238972,3.6264462622235145
11784921,3.8353938576716615
18176396,3.8848564571914204
15652793,3.9750554995194465
15658344,3.9481368649185438
19222098,3.8325054121104367
15707498,4.030107090214421
15682879,3.8507504577091587
19225323,3.9669000156342493
15656306,3.7257462159467103
18063678,3.7257462159467103
15651882,3.8978046502009813
19841708,3.9569116304531926
19224321,3.8915181606065703
18068027,3.929588426149816
19845657,3.7939026305472723
18087811,3.8620724469768377
19220361,3.92274697156346
19822789,3.93951415708842
19220550,3.8589109259107546
19220561,3.8996655638744424
19837314,3.7257462159467103
19816948,3.953856856075155
19382484,3.8892770716068448
15603555,3.8758415219494764
19830784,3.880157970380247
19841520,3.9569116304531926
19381146,3.904062496995301
19380500,3.8894246154753773
15599538,3.822465994088085
19356531,4.076923731452346
19353628,3.9590124778308846
19353812,4.129919491211666
18083667,3.820278214135854
19998760,3.6372103079629285
20048362,3.904430574586333
18084247,3.8841345669804106
19372414,3.8589109259107546
20057426,4.002922331806603
20009730,3.6674246037527936
18162387,3.7913587381294804
19373812,4.078595585689131
19373867,4.078595585689131
19855945,3.8112584083814953
19852665,4.025656278062481
15470725,3.830403886191399
20022993,3.840523483039373
20024776,3.8589109259107546
19386480,3.9412271059801642
19389772,3.8566991181652166
19895824,3.820405877640811
15536023,3.8507504577091587
18078762,3.9886822042576737
18090113,3.834393278409321
19915772,3.842235259323258
17999498,3.8172508077988527
19920718,3.883574009887467
19363671,3.9089593446845297
19883310,3.460134712349423
19361501,4.009303991008175
19361743,3.766255257874797
19936094,3.8589109259107546
17993108,3.799301370043605
19608417,3.899294840355909
19350491,4.004374586085291
19770975,3.981046232774857
17975372,3.857005955989992
19605870,3.7300856336399955
19606222,3.9866782985191276
19601665,3.969576501025591
17972524,3.797774794455362
19620706,3.834995023565886
19600403,3.8999116556126974
18518061,3.878872587139082
18517035,3.8589109259107546
18516767,3.8589109259107546
