,RatingID,UserID,WineID,Rating,Rating_Pred_Tensor
0,18311916,1305184,146581,3.5,3.5
1,18303342,1151075,107962,4.0,4.0
2,20547045,1236620,197222,4.0,4.0
3,11900766,1782771,192147,3.5,3.5
4,18273405,1079165,105703,3.5,3.5
5,11924539,2014272,135112,4.5,4.5
6,18278582,1787856,101511,5.0,5.0
7,18272355,1215176,127919,3.0,3.0
8,11980527,1355940,129943,4.5,4.5
9,18279210,1056176,197225,3.5,3.5
10,18271766,1031521,107962,4.5,4.5
11,18330131,1186685,134175,4.0,4.0
12,17071174,1238278,199699,4.0,4.0
13,17071132,1014902,199699,4.0,4.0
14,1979412,1298810,100995,3.0,3.0
15,16988448,1899381,150710,3.0,3.0
16,18318692,1812872,132599,1.0,1.0
17,18316633,1112810,100878,3.5,3.5
18,11865599,1335039,135560,3.0,3.0
19,18331129,1121757,101382,3.0,3.0
20,18331080,1693364,154593,4.0,4.0
21,16974159,1037454,191680,4.0,4.0
22,16999115,1203691,135103,5.0,5.0
23,16996910,1111558,166956,3.5,3.5
24,18211953,1610309,100995,3.5,3.5
25,18211227,1165234,165469,4.0,4.0
26,18212414,1311418,144301,4.5,4.5
27,18212691,2054094,105546,4.0,4.0
28,15500934,1354259,105703,3.5,3.5
29,16998927,1230255,101236,3.0,3.0
30,18215858,1871906,165666,4.0,4.0
31,17168120,1356800,135688,4.0,4.0
32,15512435,1673471,128247,4.5,4.5
33,18214002,1994863,110357,2.5,2.5
34,18215630,1994309,151289,3.5,3.5
35,18216094,1363769,144301,3.5,3.5
36,17169557,1228602,161155,3.0,3.0
37,18326193,1783165,169453,4.0,4.0
38,18326163,1234563,153773,3.5,3.5
39,18324134,1948532,100995,4.0,4.0
40,15626675,1153781,170229,4.5,4.5
41,15643747,1015785,190074,4.5,4.5
42,15284320,1280729,200358,3.0,3.0
43,15284260,1305734,108739,4.0,4.0
44,18329071,1057836,147457,4.0,4.0
45,18354654,1047925,110357,3.0,3.0
46,18354710,1056203,144301,3.0,3.0
47,18347274,1026385,134437,5.0,5.0
48,12022882,1261648,105807,5.0,5.0
49,17176458,1004324,134790,5.0,5.0
50,799217,1341410,128412,4.0,4.0
51,15276774,1613334,154318,4.0,4.0
52,18354912,2051411,199783,2.0,2.0
53,15610753,1877546,150745,4.5,4.5
54,20451186,1174246,173907,3.0,3.0
55,17179502,1289802,106314,4.0,4.0
56,17176102,1360339,187648,4.0,4.0
57,18352679,1434964,144301,4.0,4.0
58,17180866,1708688,151796,3.0,3.0
59,18351510,1697127,130527,5.0,5.0
60,17180467,1232825,130492,3.0,3.0
61,18338650,1281262,199563,3.0,3.0
62,15596274,1362230,135113,3.5,3.5
63,18352892,2002596,109962,4.0,4.0
64,17025767,1252407,149438,5.0,5.0
65,18338332,1741233,146405,5.0,5.0
66,18355520,1053351,169453,3.0,3.0
67,18351183,1354429,170658,4.0,4.0
68,18351768,1219412,109892,3.5,3.5
69,17026379,1377457,177881,4.5,4.5
70,3249554,1007827,101236,4.5,4.5
71,18321507,1119325,177077,3.5,3.5
72,18323813,1027859,197868,5.0,5.0
73,18324050,1737542,104629,4.0,4.0
74,18322956,1368540,173416,4.0,4.0
75,15564711,1061990,188796,4.0,4.0
76,15557698,1225406,162238,5.0,5.0
77,20528300,1067294,169453,4.0,4.0
78,18314931,1076436,161286,4.0,4.0
79,18349039,1225905,153707,4.0,4.0
80,11434779,1406897,154604,3.5,3.5
81,18348697,1962620,167398,5.0,5.0
82,17007663,1906953,187648,3.5,3.5
83,18350920,1219342,169453,3.5,3.5
84,18350017,1267409,162406,3.0,3.0
85,15485502,1211662,106051,4.5,4.5
86,18319437,1653765,100995,3.5,3.5
87,18320195,1848998,166390,5.0,5.0
88,18320791,2059429,173657,2.0,2.0
89,18320081,1209594,133292,4.0,4.0
90,17476705,1228309,187648,4.0,4.0
